CustomerKey,First Name,Last Name,Full Name,Age,Gender,DateFirstPurchase,CommuteDistance,Customer City,Customer Country
16601,Tabitha,Rana,Tabitha Rana,68,Female,2013-05-12,0-1 Miles,Oxford,United Kingdom
16602,Jill,Travers,Jill Travers,67,Female,2013-08-22,10+ Miles,Runcorn,United Kingdom
16603,Scott,Seely,Scott Seely,68,Female,2012-07-08,10+ Miles,München,Germany
16604,Roy,Serrano,Roy Serrano,69,Male,2013-10-25,10+ Miles,Sulzbach Taunus,Germany
16605,Toni,Randall,Toni Randall,40,Female,2013-03-11,10+ Miles,Port Macquarie,Australia
16606,Ricky,Blanco,Ricky Blanco,39,Male,2013-08-07,10+ Miles,Matraville,Australia
16607,Logan,Gonzales,Logan Gonzales,40,Male,2011-01-05,10+ Miles,Brisbane,Australia
16608,Ricky,Martin,Ricky Martin,40,Male,2013-02-08,10+ Miles,Brisbane,Australia
16609,Gary,Jimenez,Gary Jimenez,36,Male,2013-01-30,10+ Miles,Hobart,Australia
16610,Sydney,Clark,Sydney Clark,42,Female,2013-03-12,10+ Miles,Coffs Harbour,Australia
16611,Dylan,Rodriguez,Dylan Rodriguez,41,Male,2013-02-17,10+ Miles,Port Macquarie,Australia
16612,Ebony,Ashe,Ebony Ashe,40,Female,2011-01-14,10+ Miles,Matraville,Australia
16613,Cassie,Sutton,Cassie Sutton,42,Female,2013-03-21,10+ Miles,Caloundra,Australia
16614,Alison,Shen,Alison Shen,42,Female,2013-08-26,10+ Miles,Springwood,Australia
16615,Kaitlin,Patel,Kaitlin Patel,43,Female,2013-04-08,10+ Miles,Perth,Australia
16616,Kelvin,Liang,Kelvin Liang,36,Male,2011-01-10,10+ Miles,Perth,Australia
16617,Alvin,Xie,Alvin Xie,42,Male,2013-02-03,10+ Miles,Warrnambool,Australia
16618,Cassandra,Subram,Cassandra Subram,42,Female,2013-08-21,10+ Miles,Findon,Australia
16619,Whitney,Perez,Whitney Perez,42,Female,2013-03-09,10+ Miles,North Ryde,Australia
16620,Cameron,Thompson,Cameron Thompson,37,Male,2011-01-18,10+ Miles,Sydney,Australia
16621,Birgit,Seidel,Birgit Seidel,37,Female,2013-08-31,10+ Miles,Bendigo,Australia
16622,Byron,Navarro,Byron Navarro,43,Male,2013-08-13,10+ Miles,Newcastle,Australia
16623,Andres,Lal,Andres Lal,42,Male,2011-01-19,0-1 Miles,Port Macquarie,Australia
16624,Albert,Alvarez,Albert Alvarez,38,Male,2010-12-30,10+ Miles,Perth,Australia
16625,Grant,Deng,Grant Deng,38,Male,2013-04-21,10+ Miles,Hervey Bay,Australia
16626,Nathaniel,Morgan,Nathaniel Morgan,43,Male,2013-02-28,10+ Miles,Townsville,Australia
16627,Claudia,Chen,Claudia Chen,39,Female,2013-02-15,10+ Miles,Findon,Australia
16628,Francisco,Prasad,Francisco Prasad,45,Male,2013-09-10,10+ Miles,Lane Cove,Australia
16629,Rosa,Zheng,Rosa Zheng,43,Female,2011-01-06,10+ Miles,Matraville,Australia
16630,Jaime,Sutton,Jaime Sutton,43,Male,2011-01-28,10+ Miles,Sunbury,Australia
16631,Haley,Ward,Haley Ward,45,Female,2011-01-09,10+ Miles,Rockhampton,Australia
16632,Ruben,Romero,Ruben Romero,45,Male,2013-07-25,10+ Miles,Darlinghurst,Australia
16633,Kelli,Becker,Kelli Becker,44,Female,2013-07-20,10+ Miles,Seaford,Australia
16634,Jenny,Hu,Jenny Hu,40,Female,2013-09-02,10+ Miles,Bendigo,Australia
16635,Erick,Suri,Erick Suri,46,Male,2013-04-18,10+ Miles,Coffs Harbour,Australia
16636,Danny,Gomez,Danny Gomez,45,Male,2011-01-20,10+ Miles,South Melbourne,Australia
16637,Evan,King,Evan King,44,Male,2011-02-25,10+ Miles,Port Macquarie,Australia
16638,Dennis,Ye,Dennis Ye,44,Male,2011-02-12,10+ Miles,Springwood,Australia
16639,Renee,Romero,Renee Romero,44,Female,2011-02-04,10+ Miles,Melton,Australia
16640,Colin,Lal,Colin Lal,45,Male,2013-04-18,10+ Miles,Darlinghurst,Australia
16641,Julia,Bailey,Julia Bailey,75,Female,2013-10-26,10+ Miles,La Jolla,United States
16642,Mason,Mitchell,Mason Mitchell,69,Male,2013-11-26,0-1 Miles,Yakima,United States
16643,Fernando,Wilson,Fernando Wilson,74,Male,2013-04-06,0-1 Miles,Port Hammond,Canada
16644,Leonard,Goel,Leonard Goel,74,Male,2013-07-27,0-1 Miles,Burbank,United States
16645,Chelsea,Subram,Chelsea Subram,73,Female,2013-10-10,1-2 Miles,Chula Vista,United States
16646,Xavier,Collins,Xavier Collins,73,Male,2013-11-02,1-2 Miles,Oak Bay,Canada
16647,Anna,Alexander,Anna Alexander,73,Female,2013-09-18,5-10 Miles,Daly City,United States
16648,Rachel,Coleman,Rachel Coleman,74,Female,2013-12-10,5-10 Miles,Glendale,United States
16649,Makayla,Stewart,Makayla Stewart,73,Female,2013-10-02,5-10 Miles,Metchosin,Canada
16650,Kaitlyn,Green,Kaitlyn Green,72,Female,2013-11-06,5-10 Miles,Oregon City,United States
16651,Abigail,Martinez,Abigail Martinez,72,Female,2013-11-23,5-10 Miles,Issaquah,United States
16652,Nicole,Richardson,Nicole Richardson,37,Female,2013-07-24,5-10 Miles,La Jolla,United States
16653,Isabella,Phillips,Isabella Phillips,43,Female,2013-10-09,5-10 Miles,Issaquah,United States
16654,Heather,Zhang,Heather Zhang,37,Female,2013-03-01,5-10 Miles,Cliffside,Canada
16655,Destiny,Taylor,Destiny Taylor,40,Female,2013-09-13,5-10 Miles,Lakewood,United States
16656,Ronnie,Zhang,Ronnie Zhang,61,Male,2011-02-28,1-2 Miles,Rhodes,Australia
16657,Alvin,She,Alvin She,61,Male,2011-02-08,1-2 Miles,Lavender Bay,Australia
16658,Ashlee,Raje,Ashlee Raje,61,Female,2011-02-06,5-10 Miles,Wollongong,Australia
16659,Emily,Jones,Emily Jones,60,Female,2011-02-02,5-10 Miles,Goulburn,Australia
16660,Lee,Blanco,Lee Blanco,60,Male,2011-02-12,1-2 Miles,Goulburn,Australia
16661,Shane,Raman,Shane Raman,60,Male,2011-01-30,5-10 Miles,Malabar,Australia
16662,Stacey,Gao,Stacey Gao,59,Female,2011-01-31,1-2 Miles,Sydney,Australia
16663,Rosa,Lu,Rosa Lu,58,Female,2011-02-19,1-2 Miles,Geelong,Australia
16664,Sophia,Nelson,Sophia Nelson,58,Female,2011-02-10,5-10 Miles,Melton,Australia
16665,Linda,Suarez,Linda Suarez,58,Female,2013-09-19,0-1 Miles,Milsons Point,Australia
16666,Taylor,Torres,Taylor Torres,43,Female,2013-02-07,2-5 Miles,Newton,Canada
16667,Allison,Sanchez,Allison Sanchez,41,Female,2013-06-19,5-10 Miles,Vancouver,Canada
16668,Levi,Malhotra,Levi Malhotra,41,Male,2013-04-21,1-2 Miles,Chicago,United States
16669,Benjamin,Martinez,Benjamin Martinez,42,Male,2013-11-02,5-10 Miles,Kirkland,United States
16670,Sarah,White,Sarah White,41,Female,2013-05-23,1-2 Miles,Spokane,United States
16671,Megan,Wood,Megan Wood,41,Female,2013-12-13,5-10 Miles,W. Linn,United States
16672,Nicole,Martinez,Nicole Martinez,42,Female,2013-06-18,5-10 Miles,Walla Walla,United States
16673,Curtis,Guo,Curtis Guo,42,Male,2013-06-29,1-2 Miles,Beverly Hills,United States
16674,Ricardo,Yuan,Ricardo Yuan,51,Male,2013-04-26,0-1 Miles,Cranbourne,Australia
16675,Kristi,Arthur,Kristi Arthur,51,Female,2011-02-03,0-1 Miles,Matraville,Australia
16676,Amanda,Perry,Amanda Perry,44,Female,2013-09-19,1-2 Miles,Grossmont,United States
16677,Jack,Hughes,Jack Hughes,38,Male,2013-07-31,0-1 Miles,Los Angeles,United States
16678,Ian,Ramirez,Ian Ramirez,58,Male,2013-03-07,5-10 Miles,Langley,Canada
16679,Amber,Carter,Amber Carter,41,Female,2013-02-11,5-10 Miles,Melbourne,Australia
16680,Carlos,Edwards,Carlos Edwards,53,Male,2013-08-09,0-1 Miles,Coffs Harbour,Australia
16681,Louis,Chande,Louis Chande,49,Male,2013-06-29,1-2 Miles,Bendigo,Australia
16682,Kristy,Ramos,Kristy Ramos,48,Female,2013-06-18,0-1 Miles,Milsons Point,Australia
16683,Christy,Rai,Christy Rai,49,Female,2013-05-29,0-1 Miles,Rockhampton,Australia
16684,Joel,Perez,Joel Perez,53,Male,2011-02-08,0-1 Miles,Warrnambool,Australia
16685,Robin,Dominguez,Robin Dominguez,54,Female,2011-02-07,5-10 Miles,Port Macquarie,Australia
16686,Kristine,Alonso,Kristine Alonso,53,Female,2011-02-02,5-10 Miles,Malabar,Australia
16687,Lawrence,Romero,Lawrence Romero,49,Male,2011-02-03,0-1 Miles,Malabar,Australia
16688,Tabitha,Gomez,Tabitha Gomez,54,Female,2011-02-26,0-1 Miles,Findon,Australia
16689,Rafael,Shen,Rafael Shen,54,Male,2013-08-18,5-10 Miles,Coffs Harbour,Australia
16690,Aimee,Wu,Aimee Wu,49,Female,2013-09-12,10+ Miles,North Ryde,Australia
16691,Paula,Romero,Paula Romero,49,Female,2011-02-28,1-2 Miles,Perth,Australia
16692,Jay,Diaz,Jay Diaz,45,Male,2013-04-10,5-10 Miles,Coffs Harbour,Australia
16693,Ethan,Coleman,Ethan Coleman,50,Male,2011-02-21,0-1 Miles,Caloundra,Australia
16694,Mandy,Sun,Mandy Sun,56,Female,2013-02-21,5-10 Miles,St. Leonards,Australia
16695,Dwayne,Serrano,Dwayne Serrano,57,Male,2013-09-03,1-2 Miles,Wollongong,Australia
16696,Claudia,Zeng,Claudia Zeng,51,Female,2011-02-04,0-1 Miles,Gold Coast,Australia
16697,Wyatt,Henderson,Wyatt Henderson,51,Male,2013-02-25,1-2 Miles,Townsville,Australia
16698,Mallory,Gill,Mallory Gill,46,Female,2013-05-17,5-10 Miles,East Brisbane,Australia
16699,Dominic,Kapoor,Dominic Kapoor,56,Male,2013-05-09,10+ Miles,Geelong,Australia
16700,Billy,Gill,Billy Gill,47,Male,2013-06-18,5-10 Miles,Hobart,Australia
16701,Laura,Zheng,Laura Zheng,41,Female,2011-02-18,0-1 Miles,North Ryde,Australia
16702,Patricia,Raman,Patricia Raman,48,Female,2011-02-21,0-1 Miles,Cranbourne,Australia
16703,Denise,Sanchez,Denise Sanchez,54,Female,2011-02-09,5-10 Miles,Hobart,Australia
16704,Karla,Chavez,Karla Chavez,55,Female,2013-06-25,0-1 Miles,Lane Cove,Australia
16705,Jacqueline,Wood,Jacqueline Wood,57,Female,2013-08-10,0-1 Miles,Coffs Harbour,Australia
16706,Jenny,Shan,Jenny Shan,58,Female,2013-09-22,1-2 Miles,Darlinghurst,Australia
16707,Derrick,Serrano,Derrick Serrano,58,Male,2011-02-21,2-5 Miles,Hervey Bay,Australia
16708,Kellie,Sanz,Kellie Sanz,46,Female,2011-02-19,5-10 Miles,Lavender Bay,Australia
16709,Roy,Alvarez,Roy Alvarez,80,Male,2013-07-21,5-10 Miles,Hawthorne,Australia
16710,Carla,Arthur,Carla Arthur,55,Female,2013-07-03,10+ Miles,Milsons Point,Australia
16711,Jorge,Zhao,Jorge Zhao,56,Male,2013-03-07,10+ Miles,North Sydney,Australia
16712,Suzanne,Lu,Suzanne Lu,59,Female,2011-02-03,0-1 Miles,Coffs Harbour,Australia
16713,Tony,Nara,Tony Nara,62,Male,2011-02-23,0-1 Miles,East Brisbane,Australia
16714,Dalton,Nicholls,Dalton Nicholls,39,Male,2013-08-04,5-10 Miles,National City,United States
16715,Katelyn,Ramirez,Katelyn Ramirez,39,Female,2013-08-24,5-10 Miles,Mill Valley,United States
16716,Jose,Henderson,Jose Henderson,40,Male,2013-04-08,0-1 Miles,Puyallup,United States
16717,Masaki,Umeda,Masaki Umeda,41,Female,2013-04-11,5-10 Miles,Langford,Canada
16718,Gavin,Stone,Gavin Stone,40,Male,2013-11-18,5-10 Miles,Downey,United States
16719,Trevor,Russell,Trevor Russell,41,Male,2013-10-19,5-10 Miles,Burlingame,United States
16720,Morgan,Perry,Morgan Perry,35,Female,2013-07-01,5-10 Miles,Burbank,United States
16721,Xavier,Sanders,Xavier Sanders,35,Male,2013-04-08,0-1 Miles,Langley,Canada
16722,Sean,Gray,Sean Gray,36,Male,2013-11-28,5-10 Miles,Puyallup,United States
16723,Barbara,Zhao,Barbara Zhao,35,Female,2014-01-21,5-10 Miles,Burlingame,United States
16724,Gabriel,Yang,Gabriel Yang,36,Male,2013-11-02,0-1 Miles,Newport Beach,United States
16725,Jacob,Williams,Jacob Williams,36,Male,2013-12-09,5-10 Miles,Issaquah,United States
16726,Miguel,Wood,Miguel Wood,37,Male,2013-12-26,5-10 Miles,El Cajon,United States
16727,Charles,Johnston,Charles Johnston,35,Male,2013-05-31,0-1 Miles,Lynnwood,United States
16728,Cole,Morris,Cole Morris,36,Male,2013-06-09,5-10 Miles,Milwaukie,United States
16729,Tommy,Nara,Tommy Nara,79,Male,2013-08-16,5-10 Miles,Hobart,Australia
16730,Mariah,Long,Mariah Long,78,Female,2013-12-02,0-1 Miles,Rockhampton,Australia
16731,Nicole,White,Nicole White,37,Female,2013-03-03,5-10 Miles,Newton,Canada
16732,Natalie,Flores,Natalie Flores,38,Female,2013-07-19,0-1 Miles,Port Orchard,United States
16733,Douglas,Srini,Douglas Srini,77,Male,2013-08-04,5-10 Miles,Springwood,Australia
16734,Emma,Martinez,Emma Martinez,78,Female,2013-04-29,5-10 Miles,Sydney,Australia
16735,Melissa,Hayes,Melissa Hayes,39,Female,2013-08-21,0-1 Miles,Lynnwood,United States
16736,Kelly,Alexander,Kelly Alexander,38,Female,2013-06-15,0-1 Miles,Port Orchard,United States
16737,Steven,Selikoff,Steven Selikoff,37,Female,2013-09-17,5-10 Miles,Burien,United States
16738,Ramon,Lu,Ramon Lu,76,Male,2013-03-13,5-10 Miles,Hawthorne,Australia
16739,Cory,Weber,Cory Weber,66,Male,2013-03-07,5-10 Miles,Silverwater,Australia
16740,Elijah,Li,Elijah Li,75,Male,2011-01-31,0-1 Miles,Melton,Australia
16741,Alan,Xu,Alan Xu,75,Male,2011-02-01,0-1 Miles,Rhodes,Australia
16742,Mitchell,Pal,Mitchell Pal,75,Male,2011-02-22,0-1 Miles,Wollongong,Australia
16743,Ariana,Stewart,Ariana Stewart,74,Female,2011-01-29,0-1 Miles,Coffs Harbour,Australia
16744,Lacey,Guo,Lacey Guo,74,Female,2011-02-16,0-1 Miles,North Ryde,Australia
16745,Krista,Moreno,Krista Moreno,73,Female,2011-02-07,0-1 Miles,Townsville,Australia
16746,Brianna,Peterson,Brianna Peterson,39,Female,2013-02-28,1-2 Miles,Lake Oswego,United States
16747,Alexander,Davis,Alexander Davis,41,Male,2013-06-30,1-2 Miles,Salem,United States
16748,Patrick,Peterson,Patrick Peterson,41,Male,2013-12-08,5-10 Miles,Coronado,United States
16749,Aaron,Coleman,Aaron Coleman,42,Male,2013-12-05,5-10 Miles,Santa Monica,United States
16750,Seth,Sanders,Seth Sanders,42,Male,2013-03-21,5-10 Miles,Torrance,United States
16751,Aaron,Scott,Aaron Scott,37,Male,2013-07-20,5-10 Miles,Sedro Woolley,United States
16752,Mason,Wright,Mason Wright,43,Male,2013-08-17,5-10 Miles,Torrance,United States
16753,Rachel,Harris,Rachel Harris,44,Female,2013-10-19,5-10 Miles,Lake Oswego,United States
16754,Alex,Bell,Alex Bell,43,Male,2013-03-17,1-2 Miles,N. Vancouver,Canada
16755,Olivia,James,Olivia James,43,Female,2013-10-19,1-2 Miles,Redmond,United States
16756,Richard,Allen,Richard Allen,47,Male,2013-10-16,0-1 Miles,Spokane,United States
16757,Mackenzie,Cox,Mackenzie Cox,49,Female,2013-12-31,5-10 Miles,Portland,United States
16758,Justin,Perry,Justin Perry,43,Male,2013-06-04,1-2 Miles,Victoria,Canada
16759,Jasmine,Bell,Jasmine Bell,49,Female,2013-10-23,2-5 Miles,San Francisco,United States
16760,Sydney,Alexander,Sydney Alexander,51,Female,2013-03-10,0-1 Miles,Santa Monica,United States
16761,Angel,Ward,Angel Ward,43,Male,2013-09-21,1-2 Miles,Everett,United States
16762,Franklin,Ferrier,Franklin Ferrier,43,Male,2013-09-22,1-2 Miles,Burien,United States
16763,Juan,Suarez,Juan Suarez,42,Male,2013-04-11,1-2 Miles,Cliffside,Canada
16764,Thomas,Davis,Thomas Davis,43,Male,2013-05-21,1-2 Miles,Newton,Canada
16765,Dalton,White,Dalton White,42,Male,2013-07-28,0-1 Miles,Yakima,United States
16766,Summer,Arun,Summer Arun,42,Female,2013-11-04,1-2 Miles,Beverly Hills,United States
16767,Rafael,Liu,Rafael Liu,43,Male,2013-03-14,0-1 Miles,Burbank,United States
16768,Eduardo,Barnes,Eduardo Barnes,42,Male,2014-01-20,0-1 Miles,Concord,United States
16769,Tyler,Walker,Tyler Walker,44,Male,2013-10-17,1-2 Miles,Downey,United States
16770,Charles,Rogers,Charles Rogers,44,Male,2013-09-07,0-1 Miles,Lakewood,United States
16771,Ian,Walker,Ian Walker,43,Male,2013-02-23,1-2 Miles,Cliffside,Canada
16772,Morgan,Parker,Morgan Parker,44,Female,2013-03-15,1-2 Miles,Oak Bay,Canada
16773,David,Lal,David Lal,43,Male,2013-07-08,0-1 Miles,Woodburn,United States
16774,Eduardo,Perry,Eduardo Perry,38,Male,2013-06-15,2-5 Miles,Yakima,United States
16775,Sarah,Russell,Sarah Russell,38,Female,2013-09-19,0-1 Miles,Colma,United States
16776,Dalton,Lewis,Dalton Lewis,46,Male,2013-09-28,2-5 Miles,Bellingham,United States
16777,Cameron,Simmons,Cameron Simmons,71,Male,2013-02-24,1-2 Miles,Milwaukie,United States
16778,Blake,Hayes,Blake Hayes,71,Male,2013-10-27,10+ Miles,Burbank,United States
16779,Morgan,Watson,Morgan Watson,60,Female,2013-10-24,10+ Miles,West Covina,United States
16780,Carlos,Bailey,Carlos Bailey,70,Male,2013-09-05,2-5 Miles,Puyallup,United States
16781,Dylan,Chen,Dylan Chen,71,Male,2013-01-29,10+ Miles,El Cajon,United States
16782,Lucas,Clark,Lucas Clark,70,Male,2013-10-08,2-5 Miles,Port Orchard,United States
16783,Grace,Barnes,Grace Barnes,69,Female,2013-11-22,10+ Miles,Tacoma,United States
16784,Chloe,Long,Chloe Long,70,Female,2013-05-02,10+ Miles,Haney,Canada
16785,Christian,Lee,Christian Lee,69,Male,2013-09-30,10+ Miles,Tacoma,United States
16786,Lucas,Reed,Lucas Reed,69,Male,2013-10-26,10+ Miles,Los Angeles,United States
16787,Nicole,Jackson,Nicole Jackson,64,Female,2013-11-25,10+ Miles,Bellflower,United States
16788,Ronnie,Gao,Ronnie Gao,69,Male,2013-04-15,2-5 Miles,Burlingame,United States
16789,Jennifer,Harris,Jennifer Harris,68,Female,2013-12-19,2-5 Miles,Seattle,United States
16790,Hunter,Lopez,Hunter Lopez,63,Male,2013-12-25,2-5 Miles,Portland,United States
16791,Leonard,Yuan,Leonard Yuan,69,Male,2013-05-23,10+ Miles,Cliffside,Canada
16792,Maria,Torres,Maria Torres,69,Female,2013-01-17,2-5 Miles,Long Beach,United States
16793,Savannah,Hernandez,Savannah Hernandez,69,Female,2013-01-07,10+ Miles,Santa Cruz,United States
16794,Taylor,Cook,Taylor Cook,69,Female,2013-01-15,10+ Miles,Redmond,United States
16795,Regina,Garcia,Regina Garcia,69,Female,2013-11-24,1-2 Miles,Berkeley,United States
16796,Kaitlyn,Martin,Kaitlyn Martin,68,Female,2013-05-17,10+ Miles,Sedro Woolley,United States
16797,Evan,Reed,Evan Reed,67,Male,2013-01-08,2-5 Miles,Walla Walla,United States
16798,Latasha,Martin,Latasha Martin,68,Female,2013-01-16,2-5 Miles,Coronado,United States
16799,Stephanie,Gonzales,Stephanie Gonzales,67,Female,2013-01-23,2-5 Miles,Fremont,United States
16800,Jordan,Roberts,Jordan Roberts,67,Female,2013-06-17,2-5 Miles,Langley,Canada
16801,Jasmine,Henderson,Jasmine Henderson,61,Female,2013-09-10,10+ Miles,Bellingham,United States
16802,Lucas,Allen,Lucas Allen,66,Male,2013-02-17,10+ Miles,Lynnwood,United States
16803,Marcus,Peterson,Marcus Peterson,61,Male,2013-01-14,2-5 Miles,Puyallup,United States
16804,Adam,Zhang,Adam Zhang,65,Male,2013-01-15,2-5 Miles,W. Linn,United States
16805,Fernando,Allen,Fernando Allen,60,Male,2013-01-15,10+ Miles,W. Linn,United States
16806,Louis,Zhao,Louis Zhao,65,Male,2013-12-07,2-5 Miles,Burlingame,United States
16807,Virginia,Suri,Virginia Suri,65,Female,2013-01-14,10+ Miles,Chula Vista,United States
16808,Jessica,Long,Jessica Long,65,Female,2013-09-16,1-2 Miles,Lincoln Acres,United States
16809,Bailey,Sanders,Bailey Sanders,60,Female,2013-10-16,10+ Miles,Redwood City,United States
16810,Michael,Rodriguez,Michael Rodriguez,64,Male,2013-08-09,2-5 Miles,Oak Bay,Canada
16811,Luis,Zhang,Luis Zhang,65,Male,2013-02-27,10+ Miles,Tacoma,United States
16812,Alexa,Richardson,Alexa Richardson,59,Female,2013-02-16,2-5 Miles,Imperial Beach,United States
16813,Carson,Diaz,Carson Diaz,65,Male,2013-11-24,10+ Miles,Lakewood,United States
16814,Isabella,Collins,Isabella Collins,59,Female,2013-02-03,10+ Miles,National City,United States
16815,Jacob,Brown,Jacob Brown,65,Male,2014-01-10,1-2 Miles,Novato,United States
16816,Julia,Miller,Julia Miller,59,Female,2014-01-04,10+ Miles,Redwood City,United States
16817,Evan,Peterson,Evan Peterson,64,Male,2013-10-13,10+ Miles,San Diego,United States
16818,Gabrielle,Reed,Gabrielle Reed,65,Female,2013-10-07,2-5 Miles,Spring Valley,United States
16819,Dalton,Cox,Dalton Cox,64,Male,2013-10-13,2-5 Miles,Issaquah,United States
16820,Isabella,Gray,Isabella Gray,64,Female,2013-08-21,10+ Miles,Port Hammond,Canada
16821,Mary,Carter,Mary Carter,57,Female,2012-07-03,5-10 Miles,Solingen,Germany
16822,Marshall,Lin,Marshall Lin,57,Male,2012-05-10,5-10 Miles,Peterborough,United Kingdom
16823,Stacy,Ruiz,Stacy Ruiz,57,Female,2012-05-09,5-10 Miles,Liverpool,United Kingdom
16824,Randall,Munoz,Randall Munoz,59,Male,2012-07-21,5-10 Miles,Berlin,Germany
16825,Susan,Zeng,Susan Zeng,58,Female,2013-11-17,5-10 Miles,Bottrop,Germany
16826,Roberto,Vazquez,Roberto Vazquez,53,Male,2012-08-24,5-10 Miles,Solingen,Germany
16827,Jeffery,Chen,Jeffery Chen,48,Male,2012-05-14,0-1 Miles,Wokingham,United Kingdom
16828,Logan,Mitchell,Logan Mitchell,54,Male,2012-05-15,0-1 Miles,Oxford,United Kingdom
16829,Wayne,Lal,Wayne Lal,54,Male,2012-05-07,5-10 Miles,Runcorn,United Kingdom
16830,Alexandra,Hall,Alexandra Hall,60,Female,2012-08-01,5-10 Miles,Solingen,Germany
16831,Theodore,Vazquez,Theodore Vazquez,61,Male,2012-05-24,0-1 Miles,Gloucestershire,United Kingdom
16832,Isaiah,Parker,Isaiah Parker,84,Male,2013-10-22,5-10 Miles,Renton,United States
16833,Richard,Cooper,Richard Cooper,83,Male,2013-10-28,2-5 Miles,Glendale,United States
16834,Morgan,Peterson,Morgan Peterson,82,Female,2013-05-26,5-10 Miles,Haney,Canada
16835,Noah,Nelson,Noah Nelson,82,Male,2013-10-12,5-10 Miles,Burien,United States
16836,David,Thomas,David Thomas,50,Male,2013-08-16,2-5 Miles,Cliffside,Canada
16837,Elizabeth,Jackson,Elizabeth Jackson,50,Female,2013-08-04,2-5 Miles,Langford,Canada
16838,Jonathan,Griffin,Jonathan Griffin,51,Male,2013-09-30,1-2 Miles,Chula Vista,United States
16839,Julia,Ross,Julia Ross,51,Female,2013-10-10,0-1 Miles,West Covina,United States
16840,Xavier,Torres,Xavier Torres,52,Male,2013-05-24,2-5 Miles,Cliffside,Canada
16841,James,Turner,James Turner,51,Male,2013-02-25,2-5 Miles,Westminster,Canada
16842,Jenny,Yang,Jenny Yang,46,Female,2013-10-25,2-5 Miles,Burbank,United States
16843,Jimmy,Ramos,Jimmy Ramos,52,Male,2013-10-27,0-1 Miles,Concord,United States
16844,Emma,Robinson,Emma Robinson,46,Female,2013-10-22,0-1 Miles,Torrance,United States
16845,Andrea,Adams,Andrea Adams,46,Female,2013-10-05,1-2 Miles,West Covina,United States
16846,James,Phillips,James Phillips,53,Male,2013-02-21,2-5 Miles,Langley,Canada
16847,Eduardo,Hall,Eduardo Hall,42,Male,2013-06-14,2-5 Miles,Newton,Canada
16848,Jessica,Thomas,Jessica Thomas,42,Female,2013-01-31,0-1 Miles,Newton,Canada
16849,Jonathan,Collins,Jonathan Collins,47,Male,2013-12-04,2-5 Miles,Victoria,Canada
16850,Jessica,Jenkins,Jessica Jenkins,52,Female,2013-10-04,2-5 Miles,Spokane,United States
16851,Kevin,Hayes,Kevin Hayes,53,Male,2013-10-23,2-5 Miles,Bellflower,United States
16852,Kate,She,Kate She,47,Female,2013-10-15,5-10 Miles,Burlingame,United States
16853,Christina,Bailey,Christina Bailey,53,Female,2013-12-20,5-10 Miles,Colma,United States
16854,Seth,Adams,Seth Adams,41,Male,2013-10-04,1-2 Miles,Woodland Hills,United States
16855,Evelyn,Srini,Evelyn Srini,53,Female,2013-10-16,5-10 Miles,Cliffside,Canada
16856,Erin,Rivera,Erin Rivera,53,Female,2013-08-28,5-10 Miles,Bremerton,United States
16857,Lawrence,Munoz,Lawrence Munoz,48,Male,2013-05-04,5-10 Miles,Burien,United States
16858,Jan,Lopez,Jan Lopez,53,Female,2013-12-07,5-10 Miles,Everett,United States
16859,Jack,Kumar,Jack Kumar,48,Male,2013-10-17,5-10 Miles,Puyallup,United States
16860,Haley,Rogers,Haley Rogers,54,Female,2013-03-12,1-2 Miles,Beverly Hills,United States
16861,Luis,Sharma,Luis Sharma,48,Male,2014-01-13,0-1 Miles,Lakewood,United States
16862,Timothy,Nelson,Timothy Nelson,53,Male,2014-01-13,0-1 Miles,National City,United States
16863,Kaitlyn,Clark,Kaitlyn Clark,54,Female,2013-03-05,1-2 Miles,Beaverton,United States
16864,Grace,Ramirez,Grace Ramirez,55,Female,2013-10-26,5-10 Miles,Yakima,United States
16865,Jordyn,Diaz,Jordyn Diaz,49,Female,2013-10-22,5-10 Miles,Coronado,United States
16866,Alexandra,Parker,Alexandra Parker,38,Female,2013-10-13,2-5 Miles,Grossmont,United States
16867,Katelyn,King,Katelyn King,54,Female,2013-10-04,0-1 Miles,Redwood City,United States
16868,Xavier,Jackson,Xavier Jackson,49,Male,2013-10-16,2-5 Miles,Spring Valley,United States
16869,Vanessa,Patterson,Vanessa Patterson,55,Female,2013-10-04,2-5 Miles,Torrance,United States
16870,Andrea,Morgan,Andrea Morgan,60,Female,2013-02-03,1-2 Miles,Langley,Canada
16871,Anna,Clark,Anna Clark,55,Female,2013-10-07,10+ Miles,Santa Monica,United States
16872,Samuel,Taylor,Samuel Taylor,45,Male,2013-10-16,5-10 Miles,Redwood City,United States
16873,Damien,Deng,Damien Deng,81,Male,2013-07-23,5-10 Miles,Calgary,Canada
16874,Leslie,Munoz,Leslie Munoz,80,Female,2013-05-16,5-10 Miles,Concord,United States
16875,Samantha,Diaz,Samantha Diaz,75,Female,2013-06-24,5-10 Miles,Coronado,United States
16876,Jackson,Sharma,Jackson Sharma,80,Male,2013-04-24,1-2 Miles,Langford,Canada
16877,Katelyn,Adams,Katelyn Adams,74,Female,2013-02-15,1-2 Miles,Ballard,United States
16878,Devin,Young,Devin Young,79,Male,2013-02-23,5-10 Miles,Corvallis,United States
16879,Morgan,Taylor,Morgan Taylor,80,Female,2013-02-26,5-10 Miles,Milwaukie,United States
